0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0,0.5954678932155285,4.577263822344114,4.6306879902278295,5.048115021790828,6.30450727635715,6.356642979910092,8.05123419397741,9.018190141628212,9.183712622112054,10.047700087142344,14.942714805028093,3.9484451291480864,3.973529571535645,8.028976215815952,8.10522499193201,8.433808256134489,8.482222710118041,12.196295246659805,14.10408443159844,14.47776019217656,15.174329430428624,15.175456082673174,0.0
0.06,0.5716057787805247,4.574220726399743,4.627680025382589,5.04535592676225,6.302298243666749,6.354452071463361,8.049504531383024,9.01662779805405,9.182196288471784,10.046297848423617,14.941781687021413,3.945046129648803,3.9701520478480417,8.027305340043132,8.103569853376289,8.432217599741422,8.480641134500916,12.19519535275443,14.103133334559637,14.476798377166686,15.173445346734406,15.174572127914807,0.0
0.1,0.5498838054903418,4.571557096551485,4.625047183600428,5.042941151839887,6.300365242216537,6.352534939827584,8.047991192462941,9.015258628871512,9.18086965996306,10.045069026942636,14.940965233194664,3.942086613830453,3.967211260938375,8.025851409610835,8.102129624116072,8.430833498311792,8.479264937425663,12.19423837386782,14.102305837337292,14.47595697019096,15.172676151431569,15.17380305303045,0.0
0.14,0.530564898449087,4.569273596421645,4.62279010581878,5.040871191852254,6.298708526138989,6.350891832936221,8.046694299268912,9.014082722105671,9.1797328188328,10.0440136863489,14.940265462674198,3.939567572151289,3.964708182643585,8.024614542440029,8.100904418775103,8.429656053591035,8.478094218905802,12.193424343649257,14.101601961690315,14.47523599224638,15.172021861994036,15.1731488754887,0.0
0.18,0.513920132036623,4.5673707961585785,4.62090934266214,5.039146471724375,6.297328313491543,6.349522963522713,8.045613956469268,9.01310015339929,9.178785835599513,10.043131881330956,14.93968239185625,3.9374898500023146,3.962643642424366,8.023594838914054,8.099894334928157,8.428685352185846,8.477129064073063,12.19275329072997,14.101021726131036,14.47463546132856,15.171482493288195,15.17260961015119,0.0
0.22,0.5002165245963891,4.5658491717279714,4.619405353773254,5.037767346043181,6.296224786113421,6.348428508983069,8.044750251306738,9.0123109859885,9.178028769031451,10.042423657602232,14.939216034405034,3.935854146296201,3.961018325998,8.022792381837947,8.099099453062236,8.427921465532352,8.476369543146463,12.192225238718123,14.100565145922742,14.4741553924295,15.171058057571198,15.172185269270903,0.0
0.26,0.4897010512205789,4.564709104319381,4.618278507253136,5.036734098693936,6.295398089506035,6.347608611261114,8.044103253563263,9.011715270682506,9.1774616661284,10.041889051889203,14.938866401251124,3.934661012296136,3.95983277420376,8.022207236404844,8.098519836544531,8.427364449869856,8.475815711406794,12.191840206194652,14.100232233077705,14.473795797535706,15.170748564489566,15.171875862490776,0.0
0.3,0.4825821654125751,4.563950879869765,4.617529079211521,5.036046942568542,6.294848332737176,6.347063376756529,8.043673015531823,9.011313045847205,9.177084562107074,10.041528091921863,14.938633500590187,3.933910850689171,3.9590873821052495,8.021839450169518,8.09815553159718,8.427014346220137,8.4754676091765,12.19159820670999,14.100022996355582,14.473556685626688,15.170554021078102,15.171681396842605,0.0
0.34,0.4790113275305084,4.563574688705363,4.617157253429024,5.035706019346464,6.294575588369104,6.346792876255869,8.043459571995315,9.011104337392853,9.176897480390211,10.041340796426551,14.93851733788202,3.933603914907709,3.958782398333135,8.021689053029059,8.098006567278842,8.426871180372359,8.475325261805015,12.19149924878169,14.099937441262265,14.473438062673852,15.17047443175909,15.171601876746246,0.0
0.38,0.4790678826129863,4.5635806253030085,4.6171631211319575,5.035711399348752,6.294579892410692,6.346797144886623,8.043462940212494,9.011089158765715,9.176900432599288,10.041327175121076,14.9385179158499,3.9337403087017577,3.958917924670831,8.021756057210727,8.09807295547311,8.42693496287357,8.475388679659535,12.191543335892929,14.099975570049164,14.473439931639748,15.17050979834178,15.171637304009115,0.0
